question,document
What option should I change in dbt Cloud if my dbt project lives inside a folder in the repository?,c7ca760fed
How do I set dbt Cloud to use a subdirectory as the dbt project directory?,c7ca760fed
"Why am I getting a dbt compilation error saying a model depends on a source that cannot be found, and how do I fix it in BigQuery or Postgres?",3ce6d0445f
"In dbt, my model references a source name that doesn’t exist — should I change the model SQL to point to the actual table name in the database?",3ce6d0445f
How do I update my .sql files when dbt says the source for a model was not found in BigQuery/Postgres?,3ce6d0445f
"What should I put inside `source('staging', ...)` if dbt complains that the source name used by my model is missing?",3ce6d0445f
"If dbt compilation fails because a model depends on an unknown source, what is the correct way to reference an existing table name in my SQL?",3ce6d0445f
"Why does dbt say a seed node was not found in production, and how do I fix it?",2d17397995
I get a compilation error in the production environment about a missing seed file—what should I check first?,2d17397995
Could this dbt error happen because my seed CSV isn’t in the repo or is being ignored?,2d17397995
What’s the proper way to move my changes from development to main so dbt can see the seed?,2d17397995
How can I verify that my dbt seed file is in the right folder and not excluded by .gitignore?,2d17397995
"Why does dbt say the taxi_zone_lookup file is missing when I load my GitHub repo, and how do I fix it?",fd607affe5
My seed data isn’t being picked up from the repo. Is there a required folder name I should use instead of data?,fd607affe5
I get a not found error for taxi_zone_lookup during loading. Should the directory be named seed for dbt to recognize it?,fd607affe5
How do I organize the project files so dbt can see the taxi_zone_lookup seed and stop raising an exception?,fd607affe5
"If my GitHub repo contains the lookup file but dbt still cannot find it, what folder name should the seed files be in?",fd607affe5
"Why does my dbt fact_trips model give a different row count every time I run it, even though the source data hasn’t changed?",d9072c7279
How can I make the deduplication in my staging models deterministic so re-running the pipeline gives the same results?,d9072c7279
"I’m partitioning by vendor_id and pickup_datetime and keeping rn = 1, but the output still changes between runs — what am I missing?",d9072c7279
"Should I add an ORDER BY inside the window function in both staging files, and if so, what should I sort by?",d9072c7279
Why do rows with an unknown borough seem to appear or disappear after I rebuild the fact_trips table?,d9072c7279
Why do I get a CREATE TABLE error saying a column like locationid is duplicated when I build my dbt model with joins?,1d2222e38a
"Could using SELECT * in a CTE cause duplicate column names after an inner join in dbt, and how do I fix that?",1d2222e38a
"In my analytics engineering model, I joined the same dimension table twice and now the output has repeated fields — what should I change in the SELECT?",1d2222e38a
How can I avoid duplicate columns from pickup and dropoff zone joins when creating a table from an FHV trips query?,1d2222e38a
What's the right way to select columns from the fact table only so dbt doesn't complain about repeated location ID fields?,1d2222e38a
"Why do I get a ""Bad int64 value"" or Parquet DOUBLE vs INT64 error when loading green taxi data in dbt/BigQuery?",9f2048fc73
"Which green tripdata columns usually fail integer casting, and what is causing the cast to break?",9f2048fc73
What's the easiest way to handle float-looking values like 1.0 or 2.0 when a dbt model expects INT64?,9f2048fc73
"Should I use safe_cast, drop the column, or strip the trailing .0 for fields like ratecodeid and trip_type?",9f2048fc73
How can I fix the upstream Parquet file so BigQuery stops complaining about schema mismatches?,9f2048fc73
"Why does dbt say the --vars argument has to be a YAML dictionary instead of a string, and how do I fix it?",57767e983b
What is the correct way to pass a boolean variable with dbt run so it gets read as a dictionary?,57767e983b
I keep getting the YAML dictionary error when using dbt vars — what syntax should I use in the command line?,57767e983b
"Why is the environment type setting greyed out in my deployment, and do I need to change it for the course?",57767e983b
"If I am creating a production deployment in dbt Cloud, should I worry that the environment type option is not editable?",57767e983b
"Why do I get ""Could not parse the dbt project"" when I try to run my environment, and how do I fix it?",8ab8329fea
What should I change in the environment setup if dbt says the repository is not a valid project?,8ab8329fea
"Is there a reason this dbt parsing error happens on the default branch, and what branch setting should I use instead?",8ab8329fea
How do I configure the environment so it uses my working branch and not the master branch for dbt?,8ab8329fea
I see a dbt project parsing error during Module 4 setup — what checkbox or branch option am I missing?,8ab8329fea
How can I move my dbt project off the dbt Cloud managed repo and into my own GitHub repository?,c547b5d5e5
"What are the steps to download my current dbt Cloud repository, upload it to GitHub, and reconnect dbt to it?",c547b5d5e5
Do I need to disconnect the managed repository in dbt Cloud before linking my GitHub repo for the project?,c547b5d5e5
"After I connect my GitHub repo to dbt Cloud, how do I get the dbt project files and folders recreated in the repo?",c547b5d5e5
Can I keep my dbt project inside a subfolder of my GitHub repository instead of the repository root?,c547b5d5e5
"I updated my dbt models and pushed the commit to my dev branch, but the job still seems to be using the old version. What should I do next?",ee3f7f89ba
"After changing my modeling files, why does the run keep picking up the previous file instead of my latest commit?",ee3f7f89ba
Do I need to merge my development branch into main before the job will use the new model changes?,ee3f7f89ba
What is the correct process after editing the modeling files in my branch so the job runs against the latest code?,ee3f7f89ba
"My commit is on the development branch, but the pipeline still behaves like nothing changed. How can I make it use the updated file?",ee3f7f89ba
Why is my dbt Develop tab still empty after I connected GitHub and BigQuery?,dfd4ddbf39
What do I need to set up before I can actually work on models in dbt?,dfd4ddbf39
"I already linked my dbt project to GitHub and BigQuery, but nothing appears in Develop — what am I missing?",dfd4ddbf39
